Ping_date, Ping_time, Ping_milliseconds, Latitude, Longitude, Position_status, Depth, Line_status, Ping_status, Altitude, GPS_UTC_time
2015-06-26, 07:04:45, 004.0,35.00932061, -121.02483326, 1,443.194810, 1,0,0.000000, 07:04:44
2015-06-26, 07:04:46, 004.0,35.00932731, -121.02484164, 1,442.838430, 1,0,0.000000, 07:04:45
2015-06-26, 07:04:47, 019.0,35.00933514, -121.02484415, 1,442.804763, 1,0,0.000000, -1
2015-06-26, 07:04:48, 019.0,35.00933873, -121.02485643, 1,442.859032, 1,0,0.000000, 07:04:47
2015-06-26, 07:04:49, 019.0,35.00934220, -121.02486053, 1,442.988849, 1,0,0.000000, 07:04:48
2015-06-26, 07:04:50, 019.0,35.00934665, -121.02486277, 1,443.420654, 1,0,0.000000, 07:04:49
2015-06-26, 07:04:51, 019.0,35.00935385, -121.02486664, 1,443.220936, 1,0,0.000000, 07:04:50
2015-06-26, 07:04:52, 019.0,35.00936221, -121.02487388, 1,443.086355, 1,0,0.000000, 07:04:51
2015-06-26, 07:04:53, 019.0,35.00936944, -121.02488221, 1,442.653749, 1,0,0.000000, 07:04:52
2015-06-26, 07:04:54, 019.0,35.00937486, -121.02488926, 1,442.918625, 1,0,0.000000, 07:04:53
2015-06-26, 07:04:55, 019.0,35.00937770, -121.02489477, 1,443.042990, 1,0,0.000000, 07:04:54
2015-06-26, 07:04:56, 035.0,35.00938045, -121.02489878, 1,443.290174, 1,0,0.000000, 07:04:55
2015-06-26, 07:04:57, 035.0,35.00938590, -121.02490317, 1,443.406737, 1,0,0.000000, 07:04:56
2015-06-26, 07:04:58, 035.0,35.00939365, -121.02490819, 1,443.379570, 1,0,0.000000, 07:04:57
2015-06-26, 07:04:59, 035.0,35.00940091, -121.02491530, 1,443.285523, 1,0,0.000000, 07:04:58
2015-06-26, 07:05:00, 035.0,35.00940756, -121.02492256, 1,443.151366, 1,0,0.000000, 07:04:59
2015-06-26, 07:05:01, 035.0,35.00941212, -121.02492923, 1,443.049476, 1,0,0.000000, 07:05:00
2015-06-26, 07:05:02, 035.0,35.00941546, -121.02493379, 1,443.120437, 1,0,0.000000, 07:05:01
2015-06-26, 07:05:03, 035.0,35.00942112, -121.02493723, 1,443.204535, 1,0,0.000000, 07:05:02
2015-06-26, 07:05:04, 035.0,35.00942788, -121.02494174, 1,443.388976, 1,0,0.000000, 07:05:03
2015-06-26, 07:05:05, 035.0,35.00943568, -121.02494788, 1,443.117105, 1,0,0.000000, 07:05:04
2015-06-26, 07:05:06, 035.0,35.00944176, -121.02495456, 1,443.049342, 1,0,0.000000, 07:05:05
2015-06-26, 07:05:07, 035.0,35.00944664, -121.02496218, 1,443.055630, 1,0,0.000000, 07:05:06
2015-06-26, 07:05:08, 050.0,35.00945048, -121.02496930, 1,443.192110, 1,0,0.000000, 07:05:07
2015-06-26, 07:05:09, 050.0,35.00945489, -121.02497489, 1,443.246630, 1,0,0.000000, 07:05:08
2015-06-26, 07:05:10, 050.0,35.00946123, -121.02497895, 1,443.456478, 1,0,0.000000, 07:05:09
2015-06-26, 07:05:11, 050.0,35.00946915, -121.02498349, 1,443.191172, 1,0,0.000000, 07:05:10
2015-06-26, 07:05:12, 050.0,35.00947624, -121.02498957, 1,443.050126, 1,0,0.000000, 07:05:11
2015-06-26, 07:05:13, 050.0,35.00948163, -121.02499607, 1,443.052435, 1,0,0.000000, 07:05:12
2015-06-26, 07:05:14, 050.0,35.00948551, -121.02500160, 1,443.123774, 1,0,0.000000, 07:05:13
2015-06-26, 07:05:15, 050.0,35.00948887, -121.02500664, 1,443.381459, 1,0,0.000000, 07:05:14
2015-06-26, 07:05:16, 066.0,35.00949469, -121.02501185, 1,443.156493, 1,0,0.000000, 07:05:15
2015-06-26, 07:05:17, 066.0,35.00950261, -121.02501808, 1,443.088471, 1,0,0.000000, 07:05:16
2015-06-26, 07:05:18, 066.0,35.00950970, -121.02502470, 1,443.042326, 1,0,0.000000, 07:05:17
2015-06-26, 07:05:19, 066.0,35.00951521, -121.02503021, 1,443.087653, 1,0,0.000000, 07:05:18
2015-06-26, 07:05:20, 066.0,35.00952017, -121.02503517, 1,443.139780, 1,0,0.000000, 07:05:19
2015-06-26, 07:05:21, 066.0,35.00952526, -121.02504146, 1,443.284086, 1,0,0.000000, 07:05:20
